"id","id2","nazov","ico","region","pocetobyvatelov","ppz","urad","ulica","cislo","psc","posta","primator","starosta","prednosta","smerovecislo","telefon","fax","mobil","email","web","id3","zdroj","created","od","do","edited_by","lchange"
"1328","00699284","Livinské Opatovce","00699284","ZMOS Partizánske","244","1340","Obecný úrad","Livinské Opatovce","86","956 32","Nadlice",,"Daniela Hanová",,"038","768 81 53","768 81 01","0918 684 335","obecliv.opatovce@stonline.sk","www.livinskeopatovce.sk","1332","http://www.e-obce.sk/obecedit.html?id=1332","1449143808","1449145172","0",NULL,"2015-12-03 13:19:32"
"1329","00322300","Livovská Huta","00322300","Horný Šariš","53","1773","Obecný úrad",,"33","086 05","Lukov",,"Helena Frandoferová",,"054","476 62 02",,,,,"1334","http://www.e-obce.sk/obecedit.html?id=1334","1449143808","1449145172","0",NULL,"2015-12-03 13:19:32"
"1330","00322296","Livov","00322296","Horný Šariš","90","1600","Obecný úrad",,"30","086 05","Lukov",,"Jaroslav Stracenský",,"054","476 62 37",,"0908 383 377","obeclivov@gmail.com","livov.blgz.cz","1333","http://www.e-obce.sk/obecedit.html?id=1333","1449143808","1449145172","0",NULL,"2015-12-03 13:19:32"
"1331","00314102","Lodno","00314102","ZMO Dolných Kysúc","998","1658","Obecný úrad","Lodno","228","023 34","Kysucký Lieskovec",,"Alžbeta Suriaková",,"041","423 17 21","423 17 21","0903 508 339","starostka@obec-lodno.sk;zastupcastarostky@obec-lodno.sk;uctaren@obec-lodno.sk;dane@obec-lodno.sk","www.obec-lodno.sk","1336","http://www.e-obce.sk/obecedit.html?id=1336","1449143808","1449145172","0",NULL,"2015-12-03 13:19:32"
"1332","00307211","Lok","00307211","Tekov","1012","1286","Obecný úrad","Poštová","23","935 38","Lok",,"Ján Márfoldi",,"036","639 73 02","639 73 02","0903 463 905","obec.lok@nextra.sk","www.obeclok.sk","1337","http://www.e-obce.sk/obecedit.html?id=1337","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1333","00314625","Lokca","00314625","Biela Orava","2289","1554","Obecný úrad","Lokca","3","029 51","Lokca",,"Ing. Miroslav Valčičák","Ing. Július Dulík","043","559 12 12","559 12 56","0905 966 491","oculokca@stonline.sk;starosta@lokca.sk;prednosta@lokca.sk","www.lokca.sk","1338","http://www.e-obce.sk/obecedit.html?id=1338","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1334","00313556","Lom nad Rimavicou","00313556","Čierny Hron","289","1799","Obecný úrad","Lom nad Rimavicou","13","976 53","Lom nad Rimavicou",,"Jozef Katreniak",,"048","618 00 02","618 00 02","0911 204 629,0911 205 484","lom.nad.rimavicou.obec@zoznam.sk","www.lomnadrimavicou.ocu.sk","1339","http://www.e-obce.sk/obecedit.html?id=1339","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1335","00309702","Lopašov","00309702","Záhorský","322","1392","Obecný úrad","Lopašov","80","908 63","Radošovce",,"Marián Bederka",,"034","669 49 05","669 49 05","0908 785 201","obeclopasov@stonline.sk","www.lopasov.sk","1344","http://www.e-obce.sk/obecedit.html?id=1344","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1336","00314633","Lomná","00314633","Biela Orava","888","1609","Obecný úrad","Lomná","22","029 54","Krušetnica",,"Jozef Straka",,"043","557 22 12","557 23 84","0905 967 063","obeclomna@orava.sk","www.lomna.sk;http://lomna.e-obce.sk","1340","http://www.e-obce.sk/obecedit.html?id=1340","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1337","00330680","Lomné","00330680","Ubianska dolina","259","1369","Obecný úrad",,"81","090 33","Turany nad Ondavou",,"Ľudmila Hospodárová",,"054","749 12 39",,"0907 917 169","obeclomne@stonline.sk","www.lomne.ocu.sk","1341","http://www.e-obce.sk/obecedit.html?id=1341","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1338","00330027","Lomnička","00330027","Spiš","2237","1294","Obecný úrad",,"66","065 03","Podolínec",,"Mária Oračková",,"052","439 14 32","428 11 05","0917 564 588","oulomnicka@mail.t-com.sk",,"1342","http://www.e-obce.sk/obecedit.html?id=1342","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1339","00587541","Lontov","00587541","Hontiansko-Poipeľský","705","1236","Obecný úrad","Lontov","67","935 75","Ipeľský Sokolec",,"Mgr. Štefan Kuczman",,"036","778 72 10,778 74 33","778 72 10","0905 447 662","obeclontov@slovanet.sk","www.lontov.sk","1343","http://www.e-obce.sk/obecedit.html?id=1343","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1340","00322318","Lopuchov","00322318","Horný Šariš","323","1345","Obecný úrad",,"85","086 41","Raslavice",,"Ing. František Palko",,"054","479 21 01",,,"lopuchov@stonline.sk","www.lopuchov.ocu.sk","1345","http://www.e-obce.sk/obecedit.html?id=1345","1449143809","1449145172","0",NULL,"2015-12-03 13:19:32"
"1341","00308161","Lovce","00308161","Podtribečských obcí","678","1323","Obecný úrad","Lovce","222","951 92","Lovce",,"František Richter",,"037","634 82 25,23","634 82 29","0918 547 193","lovce.obecnyurad@gmail.com","www.lovce.eu","1347","http://www.e-obce.sk/obecedit.html?id=1347","1449143809","1449145172","0",NULL,"2015-12-03 13:19:33"
"1342","00314111","Lopušné Pažite","00314111","ZMO Dolných Kysúc","461","1598","Obecný úrad","Lopušné Pažite","102","023 36","Radoľa",,"Peter Harcek",,"041","422 92 34","422 92 34","0911 697 083","obeclopusnepazite@mail.t-com.sk","www.obeclopusnepazite.sk","1346","http://www.e-obce.sk/obecedit.html?id=1346","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1343","00320820","Lovča","00320820","Hlinické Pohronie","678","1283","Obecný úrad","Geromettova","95","966 21","Lovča",,"Ondrej Bahno",,"045","673 28 35","673 28 35","0908 931 328","lovca@lovca.sk;starosta@lovca.sk","www.lovca.sk","1348","http://www.e-obce.sk/obecedit.html?id=1348","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1344","00320838","Lovčica - Trubín","00320838","Žiarsky","1579","1488","Obecný úrad","Lovčica - Trubín","116","966 23","Lovčica-Trubín",,"Rudolf Námešný",,"045","679 01 26,679 00 44","679 01 26","0905 551 349","obecnyuradlt@stonline.sk;starostalt@stonline.sk","www.lovcica-trubin.sk","1349","http://www.e-obce.sk/obecedit.html?id=1349","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1345","00304905","Lozorno","00304905","Záhorie","2913","1589","Obecný úrad","Hlavná","1","900 55","Lozorno",,"Ľubomír Húbek",,"02","6920 4310,11,18,30,33,40,50,60","6920 4312","0905 530 623","obec@lozorno.sk;starosta@lozorno.sk","www.lozorno.sk;www.lozorno.eu","1351","http://www.e-obce.sk/obecedit.html?id=1351","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1346","00316172","Lovinobaňa","00316172","Novohrad","2166","1286","Obecný úrad","SNP","356/1","985 54","Lovinobaňa",,"Ing. Marian Lenhard",,"047","451 25 15,16,439 64 02","439 64 02","0905 270 914","starosta@lovinobana.sk;podatelna@lovinobana.sk;info@lovinobana.sk","www.lovinobana.sk","1350","http://www.e-obce.sk/obecedit.html?id=1350","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1347","00682292","Lošonec","00682292","ZMO - Jaslovské Bohunice","527","1332","Obecný úrad","Hlavná","62","919 04","Smolenice",,"Mgr. Juraj Rábara",,"033","558 64 60","558 64 60","0907 735 177","losonec@gmail.com","www.losonec.com;www.losonec.sk","1352","http://www.e-obce.sk/obecedit.html?id=1352","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1348","00311731","Lubina","00311731","Stredné Považie","1392","1392","Obecný úrad","Lubina","56","916 12","Lubina",,"Ing. Martin Beňatinský","Ing. Simona Štepanovicová","032","777 81 51,65,69,75","777 81 75","0905 985 508,0917 108 604","sekretariat@obeclubina.sk;starosta@obeclubina.sk;prednosta@obeclubina.sk","www.obeclubina.sk","1355","http://www.e-obce.sk/obecedit.html?id=1355","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1349","00325449","Ložín","00325449","Zemplínsky","817","1227","Obecný úrad","Ložín","31","072 05","Bracovce",,"Monika Pastírová",,"056","649 53 16",,"0902 918 703,0902 918 700","obeclozin@stonline.sk;starosta.lozin@gmail.com","www.lozin.ocu.sk","1353","http://www.e-obce.sk/obecedit.html?id=1353","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1350","00328472","Lubeník","00328472","Stredný Gemer","1332","1427","Obecný úrad","Lubeník","222","049 18","Lubeník",,"Ľubomír Kisel",,"058","488 24 90","488 24 91","0902 966 470,471,472,473","obeclubenik@revnet.sk;kisel@revnet.sk;kankulova@revnet.sk;kubejova@revnet.sk;bajusova@revnet.sk","www.obeclubenik.sk","1354","http://www.e-obce.sk/obecedit.html?id=1354","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1351","00310689","Ludanice","00310689","Tribečsko-Inovecký","1851","1242","Obecný úrad","SNP","448/69","956 11","Ludanice",,"Mgr. Ľubica Petráková",,"038","531 91 39,531 91 40","531 91 25","0903 412 699","obecludanice@obecludanice.sk;starostka@obecludanice.sk","www.obecludanice.sk","1356","http://www.e-obce.sk/obecedit.html?id=1356","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1352","00315591","Ludrová","00315591","Liptov, Ružomberský ZMOS","1008","1461","Obecný úrad","Ludrová","239","034 71","Ludrová",,"Peter Slimák",,"044","430 36 82,435 21 89","435 21 89","0903 896 174","ludrova@ludrova.sk;starosta@ludrova.sk","www.ludrova.sk","1357","http://www.e-obce.sk/obecedit.html?id=1357","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1353","00305561","Lúč na Ostrove","00305561","Podunajsko","749","1248","Obecný úrad","Veľká Lúč","20","930 03","Kráľovičove Kračany",,"Mgr. Ladislav Kiss",,"031","554 52 06","554 52 06","0905 900 403","sekretariat@lucnaostrove.sk;starosta@lucnaostrove.sk","www.lucnaostrove.sk","1358","http://www.e-obce.sk/obecedit.html?id=1358","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1354","00327409","Lúčina","00327409","Šarišský","156","1787","Obecný úrad",,"8","082 07","Tuhrina",,"Mgr. Roman Chovanec",,"051","779 03 27",,"0917 439 137","starosta@lucina.sk","www.lucina.sk","1361","http://www.e-obce.sk/obecedit.html?id=1361","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1355","00313572","Lučatín","00313572","Rentar","653","1424","Obecný úrad","Lučatín","40","976 61","Lučatín",,"Marián Píši",,"048","419 11 13","419 11 13","0907 141 417","obeclucatin@stonline.sk;starosta@lucatin.eu","www.lucatin.eu","1359","http://www.e-obce.sk/obecedit.html?id=1359","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1356","00326356","Lučivná","00326356","Podtatranský","990","1321","Obecný úrad",,"208","059 31","Lučivná",,"Stanislav Gavalier",,"052","775 41 53","775 41 53","0905 413 844","oculucivna@sinet.sk","www.lucivna.sk","1362","http://www.e-obce.sk/obecedit.html?id=1362","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1357","00316181","Lučenec","00316181","Novohrad","28413","1262","Mestský úrad","Novohradská","1","984 01","Lučenec","PhDr. Alexandra Pivková",,"Ing. Igor Korniet","047","430 72 20,21,22","432 60 45",,"msu@lucenec.sk;podatelna@lucenec.sk;primatorka@lucenec.sk;prednosta@lucenec.sk","www.lucenec.sk","1360","http://www.e-obce.sk/obecedit.html?id=1360","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1358","00328481","Lúčka","00328481","Horný Gemer","196","1406","Obecný úrad",,"39","049 42","Drnava",,"Jozef Szabó",,"058","797 91 21",,"0905 893 799","obeclucka@gmail.com","www.lucka.ocu.sk","1363","http://www.e-obce.sk/obecedit.html?id=1363","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1359","00327417","Lúčka","00327417","Hornotoriský","675","1323","Obecný úrad",,"77","082 71","Lipany",,"Emil Sabatula",,"051","457 22 34","457 22 34","0907 959 627","obec@obeclucka.sk;starosta@obeclucka.sk","www.obeclucka.sk","1365","http://www.e-obce.sk/obecedit.html?id=1365","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1360","17080371","Lúčka","17080371","Levočské Vrchy-západ","126","1273","Obecný úrad",,"32","053 03","Jablonov pri Levoči",,"Ľuboš Tatranský",,"053","454 13 61","454 13 61",,"obeclucka@centrum.sk","www.obeclucka.szm.sk","1364","http://www.e-obce.sk/obecedit.html?id=1364","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1361","30230381","Lúčky","30230381","Kremnica","215","1429","Obecný úrad","Lúčky","18","967 01","Kremnica",,"František Zajak",,"045","674 24 68","674 24 69","0915 221 427","obec.lucky@stonline.sk","www.luckyprikremnici.sk","1367","http://www.e-obce.sk/obecedit.html?id=1367","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1362","00595764","Lúčka","00595764","Horný Šariš","520","1401","Obecný úrad",,"59","087 01","Giraltovce",,"Mikuláš Mašlej",,"054","736 51 31","736 51 31","0905 205 129","topl.lucka@stonline.sk","www.oculucka.ocu.sk","1366","http://www.e-obce.sk/obecedit.html?id=1366","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1363","00325457","Lúčky","00325457","Zemplínsky","530","1336","Obecný úrad","Lúčky","114","072 34","Zalužice",,"Eduard Baláž",,"056","647 12 16","647 12 16","0905 981 026","oculucky@pobox.sk","www.lucky.ocu.sk","1368","http://www.e-obce.sk/obecedit.html?id=1368","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1364","00315583","Lúčky","00315583","Liptov, Ružomberský ZMOS","1831","1287","Obecný úrad","Lúčky","141","034 82","Lúčky",,"Branislav Hrbček",,"044","439 22 52","439 25 92","0905 354 510","obeclucky@stonline.sk","www.obeclucky.sk","1369","http://www.e-obce.sk/obecedit.html?id=1369","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1365","00308170","Lúčnica nad Žitavou","00308170","Požitavský","892","1113","Obecný úrad","Lúčnica nad Žitavou","230","951 88","Lúčnica nad Žitavou",,"Ivan Michna",,"037","788 21 28","788 21 28","0918 486 168","obeclucnica@zoznam.sk","www.lucnica.net","1370","http://www.e-obce.sk/obecedit.html?id=1370","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1366","00331694","Luhyňa","00331694","Trebišovský","326","1263","Obecný úrad","Hlavná","40","076 14","Michaľany",,"Mária Sedláčeková",,"056","381 20 49","381 20 49",,"obecluhyna@zoznam.sk;obecluhyna@orangemail.sk","www.luhyna.ocu.sk","1371","http://www.e-obce.sk/obecedit.html?id=1371","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1367","00311758","Lúka","00311758","Beckov-Zelená Voda-Bezovec","635","1426","Obecný úrad","Lúka","205","916 33","Hrádok",,"Vladimír Vöröš",,"033","773 05 66","773 05 67","0905 551 145","obecluka@stonline.sk","www.obecluka.sk","1372","http://www.e-obce.sk/obecedit.html?id=1372","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1368","00322334","Lukavica","00322334","Horný Šariš","377","1389","Obecný úrad",,"63","086 21","Lukavica",,"Andrej Kotuľa",,"054","472 41 70","472 41 70","0944 109 291","oulukavica@proxisnet.sk","www.lukavica.ocu.sk","1376","http://www.e-obce.sk/obecedit.html?id=1376","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1369","00308188","Lukáčovce","00308188","Nitriansky","1108","1264","Obecný úrad","Na Tŕnie","2","951 23","Lukáčovce",,"Ing. Igor Cok",,"037","782 91 01","782 92 11","0905 833 381,0905 507 649","obecnyurad@lukacovce.sk;starosta@lukacovce.sk","www.lukacovce.sk","1373","http://www.e-obce.sk/obecedit.html?id=1373","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1370","00323217","Lukačovce","00323217","Zemplín","513","1543","Obecný úrad",,"101","067 24","Lukačovce pri Humennom",,"Ing. Martin Meričko",,"057","488 54 41","488 54 40",,"lukacovce@zoznam.sk",,"1374","http://www.e-obce.sk/obecedit.html?id=1374","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1371","00648418","Lukavica","00648418","Severné Podpoľanie","155","1389","Obecný úrad","Lipová","1","962 31","Sliač",,"Bc. Róbert Kíšik",,"045","544 22 52",,"0911 490 627","lukavica@zoznam.sk","www.obeclukavica.ocu.sk","1375","http://www.e-obce.sk/obecedit.html?id=1375","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1372","00322342","Lukov","00322342","Horný Šariš","606","1264","Obecný úrad",,"60","086 05","Lukov",,"Ing. Jozefína Kramárová",,"054","476 62 06","476 62 06","0908 430 854","obeclukov@gmail.com;jkramarova@atlas.sk","www.obeclukov.sk","1377","http://www.e-obce.sk/obecedit.html?id=1377","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1373","00318906","Lukovištia","00318906","Teplý Vrch","191","1407","Obecný úrad","Lukovištia","26","980 26","Lukovištia",,"Alena Segedyová",,"047","569 01 01","569 01 01","0948 335 212","lukovistia@lukovistia.sk","www.lukovistia.sk","1378","http://www.e-obce.sk/obecedit.html?id=1378","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1374","00317489","Lúky","00317489","Púchovský","920","1471","Obecný úrad","Lúky","105","020 53","Lúky",,"Ján Behro",,"042","469 15 01,27,89","469 15 89","0905 634 433,0918 484 100","starosta@obecluky.sk;podatelna@obecluky.sk","www.obecluky.sk","1379","http://www.e-obce.sk/obecedit.html?id=1379","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1375","00587559","Lula","00587559","Tekov","179","1226","Obecný úrad","Lula","55","935 35","Tehla",,"Mária Farkašová",,"036","639 81 12","639 81 12","0908 719 386","obeclula@stonline.sk","obeclula.sk","1380","http://www.e-obce.sk/obecedit.html?id=1380","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1376","00310701","Lužany","00310701","Tribečsko-Inovecký","197","1399","Obecný úrad","Lužany","33","956 07","Veľké Ripňany",,"Ing. Ľubomír Goga",,"038","539 22 95,539 26 67,68",,"0903 217 348","obec.luzany@mail.t-com.sk",,"1384","http://www.e-obce.sk/obecedit.html?id=1384","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1377","00652113","Lutila","00652113","Žiarsky","1334","1487","Obecný úrad","Štefánikova","48/84","966 22","Lutila",,"Ján Pružina",,"045","6789 080,87","6789 089","0903 514 423","lutila@lutila.sk;starosta@lutila.sk","www.lutila.sk","1382","http://www.e-obce.sk/obecedit.html?id=1382","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1378","00316199","Lupoč","00316199","Novohrad","239","1499","Obecný úrad","Lupoč","102","985 11","Halič",,"Pavel Koporec",,"047","439 23 45",,"0911252799","obeclupoc@gmail.com","www.lupoc.sk","1381","http://www.e-obce.sk/obecedit.html?id=1381","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1379","00321451","Lutiše","00321451","Horné Považie","754","1662","Obecný úrad","Lutiše","66","013 05","Belá",,"Anton Štefko",,"041","597 61 06,597 60 93","597 60 93","0911 972 026","obeclutise@lutise.sk","www.lutise.sk","1383","http://www.e-obce.sk/obecedit.html?id=1383","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1380","00322351","Lužany pri Topli","00322351","Horný Šariš","257","1399","Obecný úrad",,"26","087 01","Giraltovce",,"Ing. Miroslav Čorba",,"054","732 22 77",,"0903 527 264","obecluzanypritopli@gmail.com","www.luzany.host.sk","1385","http://www.e-obce.sk/obecedit.html?id=1385","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1381","34003517","Lužianky","34003517","Podzoborský","2777","1113","Obecný úrad","Rastislavova","266","951 41","Lužianky",,"Jozef Bojda",,"037","778 34 69,641 01 80,84","778 34 71","0903 731 624","obecluzianky@stonline.sk","www.luzianky.sk","1386","http://www.e-obce.sk/obecedit.html?id=1386","1449143809","1449145173","0",NULL,"2015-12-03 13:19:33"
"1382","00317471","Lysá pod Makytou","00317471","Púchovský","2116","1471","Obecný úrad","Centrum","1","020 54","Lysá pod Makytou",,"Michal Ondrička","Ing. Emília Janíčková","042","468 00 71","471 06 90","0911 618 257,0903 219 764","obec@lysapodmakytou.sk;starosta@lysapodmakytou.sk;prednosta@lysapodmakytou.sk","www.lysapodmakytou.sk","1387","http://www.e-obce.sk/obecedit.html?id=1387","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1383","00321460","Lysica","00321460","Horné Považie","822","1475","Obecný úrad","Lysica","138","013 05","Belá",,"Ing. Jozef Ďurana",,"041","599 90 07","599 32 31",,"obeclysica@stonline.sk","www.obeclysica.info","1388","http://www.e-obce.sk/obecedit.html?id=1388","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1384","00308234","Machulince","00308234","Hrušovsko Beňadický","1040","1275","Obecný úrad","Hlavná","115","951 93","Topoľčianky",,"Bohumil Bielik",,"037","630 17 22","630 17 22",,"machulince@mail.t-com.sk;starosta@obecmachulince.sk","www.obecmachulince.sk;www.machulince.sk","1389","http://www.e-obce.sk/obecedit.html?id=1389","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1385","00800171","Macov","00800171","Dunajskostredský","247","1367","Obecný úrad","Macov","42","930 32","Blatná na Ostrove",,"Ľudmila Lániková",,"031","559 81 08","559 81 08","0908 054 240","ocumacov@mail.t-com.sk","obecmacov.webnode.sk","1390","http://www.e-obce.sk/obecedit.html?id=1390","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1386","00312738","Madunice","00312738","ZMO - Jaslovské Bohunice","2160","1113","Obecný úrad","P. O. Hviezdoslava","8/368","922 42","Madunice",,"Mgr. Alena Jelušová",,"033","743 11 23","743 12 05","0903 416 847","madunice@madunice.sk;starostka@madunice.sk","www.madunice.sk","1392","http://www.e-obce.sk/obecedit.html?id=1392","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1387","00800201","Mad","00800201","Dunajskostredský","535","1254","Obecný úrad","Mad","200","930 14","Dolný Bar",,"Bc. Gabriel László",,"031","551 31 26","551 31 26","0907 716 031","obecnyuradmad@mail.t-com.sk","www.obecmad.sk;http://mad.e-obce.sk","1391","http://www.e-obce.sk/obecedit.html?id=1391","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1388","00328511","Magnezitovce","00328511","Stredný Gemer","460","1427","Obecný úrad","Magnezitovce","59","049 16","Jelšava",,"Marián Kučerák",,"058","448 27 70","448 27 70",,"obec.magnezitovce@gmail.com","www.magnezitovce.ocu.sk","1393","http://www.e-obce.sk/obecedit.html?id=1393","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1389","00332526","Majerovce","00332526","Horný Zemplín","450","1363","Obecný úrad",,"2","094 09","Sedliská",,"Ing. Anna Vargová",,"057","447 61 29, 488 58 20",,"0905 500 929","obecmajerovce@centrum.sk","www.majerovce.eu","1396","http://www.e-obce.sk/obecedit.html?id=1396","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1390","00312746","Majcichov","00312746","ZMO - Jaslovské Bohunice","1852","1266","Obecný úrad","Majcichov","606","919 22","Majcichov",,"Ing. Tibor Marek",,"033","558 31 36, 558 34 05","534 85 01","0907 407 804","ocumajcichov@mail.t-com.sk;obec.majcichov@gmail.com","www.majcichov.sk","1394","http://www.e-obce.sk/obecedit.html?id=1394","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1391","00696030","Majere","00696030","Zamagurie","90","1568","Obecný úrad",,"24","061 01","Spišská Stará Ves",,"Rudolf Velička",,"052","482 20 13","482 27 23","0905 294 699","obecmajere@slnet.sk;velicka@pltnictvo.sk",,"1395","http://www.e-obce.sk/obecedit.html?id=1395","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1392","00330698","Makovce","00330698","Horná Oľka","196","1408","Obecný úrad","Makovce","13","090 23","Havaj",,"Ján Ďuk",,"054","718 22 70",,"0915 957 243","obecmakovce@centrum.sk",,"1398","http://www.e-obce.sk/obecedit.html?id=1398","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1393","00314129","Makov","00314129","Kysuce","1796","1720","Obecný úrad","Makov","60","023 56","Makov",,"Martin Pavlík",,"041","436 42 20,19","436 42 20","0915 535 262,0905502509","makov@makov.sk;starosta@makov.sk","www.makov.sk","1397","http://www.e-obce.sk/obecedit.html?id=1397","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1394","00332534","Malá Domaša","00332534","Horný Zemplín","446","1317","Obecný úrad",,"106","094 02","Slovenská Kajňa",,"Mgr. Jaroslav Makatúra",,"057","449 41 57,488 54 70","449 41 57","0915 974 534","mdomasa@gmail.com;jaro.makatura@gmail.com","www.maladomasa.sk","1399","http://www.e-obce.sk/obecedit.html?id=1399","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1395","00647403","Malá Čalomija","00647403","Novohrad","211","1342","Obecný úrad","Malá Čalomija","46","991 08","Lesenice",,"Miroslav Hlačok",,"047","489 41 02","489 41 02","0911 942 511","m.hlacok@mail.t-com.sk","www.malacalomija.ocu.sk","1400","http://www.e-obce.sk/obecedit.html?id=1400","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1396","00318272","Malá Čausa","00318272","Horná Nitra","666","1430","Obecný úrad","Malá Čausa","175","971 01","Prievidza",,"Ing. Peter Vido",,"046","547 11 02","547 11 02","0918 514 439","info@malacausa.sk;starosta@malacausa.sk","www.malacausa.sk;http://malacausa.e-obce.sk","1401","http://www.e-obce.sk/obecedit.html?id=1401","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1397","00632716","Malá Čierna","00632716","Rajecký","359","1471","Obecný úrad","Malá Čierna","55","015 01","Rajec",,"Jaroslav Koleda",,"041","542 20 93","542 20 93","0918 643 438,0907 854 020","malaciernaobec@azet.sk","www.malacierna.ocu.sk","1402","http://www.e-obce.sk/obecedit.html?id=1402","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1398","00696277","Malá Franková","00696277","Zamagurie","184","1568","Obecný úrad",,"35","059 78","Veľká Franková",,"Jozef Kromka",,"052","489 26 30","489 26 30","0904 255 106","oumf@pobox.sk",,"1403","http://www.e-obce.sk/obecedit.html?id=1403","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1399","00310719","Malá Hradná","00310719","Bánovce nad Bebravou","371","1329","Obecný úrad","Malá Hradná","150","956 54","Veľké Držkovce",,"Mária Jandáková",,"038","768 62 20","768 62 20","0908 345 573","obecmhradna@centrum.sk",,"1404","http://www.e-obce.sk/obecedit.html?id=1404","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1400","00324426","Malá Ida","00324426","Rudohorie","1357","1280","Obecný úrad","Hlavná","11","044 20","Malá Ida",,"Jana Kallová",,"055","697 01 12","697 01 10","0905 479 865","obecmalaida@stonline.sk","www.malaida.sk","1405","http://www.e-obce.sk/obecedit.html?id=1405","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
"1401","00324434","Malá Lodina","00324434","Abovský","188","1386","Obecný úrad",,"98","044 81","Kysak",,"Ing. Adriána Fečková",,"055","699 11 97","729 31 36",,"malalodina@post.sk",,"1407","http://www.e-obce.sk/obecedit.html?id=1407","1449143810","1449145173","0",NULL,"2015-12-03 13:19:33"
